time_ms,x,y,z,yaw_deg,pitch_deg,roll_deg,jam1_on,jam2_on,jam_db1,jam_db2
4400,19120.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
4600,19080.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
4800,19040.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
5000,19000.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
5200,18960.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
5400,18920.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
5600,18880.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
5800,18840.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
6000,18800.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
6200,18760.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
6400,18720.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
6600,18680.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
6800,18640.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
7000,18600.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
7200,18560.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
7400,18520.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
7600,18480.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
7800,18440.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
8000,18400.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
8200,18360.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
8400,18320.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
8600,18280.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
8800,18240.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
9000,18200.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
9200,18160.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
9400,18120.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
9600,18080.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
9800,18040.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
10000,18000.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
10200,17960.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
10400,17920.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
10600,17880.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
10800,17840.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
11000,17800.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
11200,17760.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
11400,17720.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
11600,17680.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
11800,17640.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
12000,17600.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
12200,17560.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
12400,17520.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
12600,17480.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
12800,17440.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
13000,17400.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
13200,17360.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
13400,17320.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
13600,17280.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
13800,17240.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
14000,17200.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
14200,17160.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
14400,17120.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
14600,17080.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
14800,17040.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
15000,17000.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
15200,16960.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
15400,16920.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
15600,16880.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
15800,16840.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
16000,16800.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
16200,16760.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
16400,16720.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
16600,16680.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
16800,16640.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
17000,16600.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
17200,16560.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
17400,16520.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
17600,16480.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
17800,16440.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
18000,16400.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
18200,16360.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
18400,16320.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
18600,16280.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
18800,16240.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
19000,16200.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
19200,16160.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
19400,16120.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
19600,16080.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
19800,16040.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
20000,16000.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
20200,15960.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
20400,15920.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
20600,15880.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
20800,15840.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
21000,15800.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
21200,15760.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
21400,15720.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
21600,15680.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
21800,15640.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
22000,15600.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
22200,15560.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
22400,15520.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
22600,15480.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
22800,15440.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
23000,15400.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
23200,15360.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
23400,15320.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
23600,15280.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
23800,15240.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
24000,15200.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
24200,15160.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
24400,15120.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
24600,15080.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
24800,15040.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
25000,15000.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
25200,14960.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
25400,14920.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
25600,14880.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
25800,14840.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
26000,14800.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
26200,14760.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
26400,14720.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
26600,14680.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
26800,14640.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
27000,14600.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
27200,14560.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
27400,14520.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
27600,14480.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
27800,14440.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
28000,14400.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
28200,14360.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
28400,14320.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
28600,14280.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
28800,14240.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
29000,14200.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
29200,14160.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
29400,14120.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
29600,14080.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
29800,14040.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
30000,14000.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
30200,13960.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
30400,13920.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
30600,13880.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
30800,13840.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
31000,13800.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
31200,13760.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
31400,13720.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
31600,13680.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
31800,13640.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
32000,13600.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
32200,13560.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
32400,13520.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
32600,13480.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
32800,13440.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
33000,13400.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
33200,13360.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
33400,13320.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
33600,13280.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
33800,13240.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
34000,13200.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
34200,13160.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
34400,13120.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
34600,13080.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
34800,13040.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
35000,13000.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
35200,12960.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
35400,12920.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
35600,12880.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
35800,12840.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
36000,12800.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
36200,12760.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
36400,12720.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
36600,12680.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
36800,12640.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
37000,12600.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
37200,12560.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
37400,12520.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
37600,12480.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
37800,12440.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
38000,12400.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
38200,12360.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
38400,12320.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
38600,12280.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
38800,12240.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
39000,12200.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
39200,12160.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
39400,12120.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
39600,12080.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
39800,12040.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
40000,12000.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
40200,11960.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
40400,11920.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
40600,11880.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
40800,11840.0,0.0,1000.0,270.0,0.0,0.0,0,0,-11.5,-11.5
41000,11800.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
41200,11760.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
41400,11720.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
41600,11680.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
41800,11640.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
42000,11600.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
42200,11560.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
42400,11520.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
42600,11480.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
42800,11440.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
43000,11400.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
43200,11360.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
43400,11320.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
43600,11280.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
43800,11240.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
44000,11200.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
44200,11160.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
44400,11120.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
44600,11080.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
44800,11040.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
45000,11000.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
45200,10960.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
45400,10920.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
45600,10880.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
45800,10840.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
46000,10800.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
46200,10760.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
46400,10720.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
46600,10680.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
46800,10640.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
47000,10600.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
47200,10560.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
47400,10520.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
47600,10480.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
47800,10440.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
48000,10400.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
48200,10360.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
48400,10320.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
48600,10280.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
48800,10240.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
49000,10200.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
49200,10160.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
49400,10120.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
49600,10080.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
49800,10040.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
50000,10000.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
50200,9960.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
50400,9920.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
50600,9880.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
50800,9840.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
51000,9800.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
51200,9760.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
51400,9720.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
51600,9680.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
51800,9640.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
52000,9600.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
52200,9560.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
52400,9520.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
52600,9480.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
52800,9440.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
53000,9400.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
53200,9360.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
53400,9320.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
53600,9280.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
53800,9240.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
54000,9200.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
54200,9160.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
54400,9120.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
54600,9080.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
54800,9040.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
55000,9000.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
55200,8960.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
55400,8920.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
55600,8880.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
55800,8840.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
56000,8800.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
56200,8760.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
56400,8720.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
56600,8680.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
56800,8640.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
57000,8600.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
57200,8560.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
57400,8520.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
57600,8480.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
57800,8440.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
58000,8400.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
58200,8360.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
58400,8320.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
58600,8280.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
58800,8240.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
59000,8200.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
59200,8160.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
59400,8120.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
59600,8080.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
59800,8040.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
60000,8000.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
60200,7960.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
60400,7920.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
60600,7880.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
60800,7840.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
61000,7800.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
61200,7760.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
61400,7720.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
61600,7680.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
61800,7640.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
62000,7600.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
62200,7560.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
62400,7520.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
62600,7480.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
62800,7440.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
63000,7400.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
63200,7360.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
63400,7320.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
63600,7280.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
63800,7240.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
64000,7200.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
64200,7160.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
64400,7120.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
